# Imported from MATPOWER Case Format
mpc.version
2
mpc.version.end

# System MVA base
mpc.baseMVA
100
mpc.baseMVA.end

# Bus data: bus_i	type	Pd	Qd	Gs	Bs	area	Vm	Va	baseKV	zone	Vmax	Vmin
mpc.bus
         1         1       0.000000       0.000000       0.000000       0.000000         1       1.106792      -0.345442     220.000000         1       1.110000       0.950000
         2         1       0.000000       0.000000       0.000000       0.000000         1       1.107861       0.772942     220.000000         1       1.110000       0.950000
         3         1       0.000000       0.000000       0.000000       0.000000         1       1.065945     -31.895153     220.000000         1       1.110000       0.950000
         4         1       0.000000       0.000000       0.000000       0.000000         1       1.065884     -31.904178     220.000000         1       1.110000       0.950000
         5         1       0.000000       0.000000       0.000000       0.000000         1       1.077006     -34.146848     220.000000         1       1.110000       0.950000
         6         1       0.000000       0.000000       0.000000       0.000000         1       1.075154      -6.598123     220.000000         1       1.110000       0.950000
         7         1       0.000000       0.000000       0.000000       0.000000         1       1.075125      -6.598224     220.000000         1       1.110000       0.950000
         8         1       0.000000       0.000000       0.000000       0.000000         1       1.090297     -19.376337     220.000000         1       1.110000       0.950000
         9         1       0.000000       0.000000       0.000000       0.000000         1       1.090544     -19.359884     220.000000         1       1.110000       0.950000
        10         1       0.000000       0.000000       0.000000       0.000000         1       1.109938     -22.810131     220.000000         1       1.110000       0.950000
        11         1       0.000000       0.000000       0.000000       0.000000         1       1.025245     -14.163048     400.000000         1       1.050000       0.950000
        12         1       0.000000       0.000000       0.000000       0.000000         1       1.025329     -14.154264     400.000000         1       1.050000       0.950000
        13         1       0.000000       0.000000       0.000000       0.000000         1       1.011530     -18.605142     400.000000         1       1.050000       0.950000
        14         1       0.000000       0.000000       0.000000       0.000000         1       1.042740     -19.186547     220.000000         1       1.110000       0.950000
        15         1       0.000000       0.000000       0.000000       0.000000         1       1.042942     -19.183246     220.000000         1       1.110000       0.950000
        16         1       0.000000       0.000000       0.000000       0.000000         1       1.042958     -19.173433     220.000000         1       1.110000       0.950000
        17         1       0.000000       0.000000       0.000000       0.000000         1       1.031237     -23.644884     220.000000         1       1.110000       0.950000
        18         1       0.000000       0.000000       0.000000       0.000000         1       1.030875     -23.268259     220.000000         1       1.110000       0.950000
        19         1       0.000000       0.000000       0.000000       0.000000         1       1.026407     -12.470201     400.000000         1       1.050000       0.950000
        20         1       0.000000       0.000000       0.000000       0.000000         1       1.026455     -12.460101     400.000000         1       1.050000       0.950000
        21         1       0.000000       0.000000       0.000000       0.000000         1       1.021922     -22.312471     400.000000         1       1.050000       0.950000
        22         1       0.000000       0.000000       0.000000       0.000000         1       1.015477     -18.337795     400.000000         1       1.050000       0.950000
        23         1       0.000000       0.000000       0.000000       0.000000         1       1.015477     -18.337795     400.000000         1       1.050000       0.950000
        24         2      10.050000      20.100000       0.000000       0.000000         1       1.086730     -26.277912     220.000000         1       1.110000       0.950000
        25         2      10.050000      20.100000       0.000000       0.000000         1       1.086680     -26.277726     220.000000         1       1.110000       0.950000
        26         1       0.000000       0.000000       0.000000       0.000000         1       1.084671      -5.596609     220.000000         1       1.110000       0.950000
        27         1       0.000000       0.000000       0.000000       0.000000         1       1.084791      -5.609588     220.000000         1       1.110000       0.950000
        28         1       0.000000       0.000000       0.000000       0.000000         1       1.039890     -21.254329     220.000000         1       1.110000       0.950000
        29         1       0.000000       0.000000       0.000000       0.000000         1       1.039840     -21.252077     220.000000         1       1.110000       0.950000
        30         1       0.000000       0.000000       0.000000       0.000000         1       1.042287     -18.695310     220.000000         1       1.110000       0.950000
        31         1       0.000000       0.000000       0.000000       0.000000         1       1.042226     -18.708143     220.000000         1       1.110000       0.950000
        32         1       0.000000       0.000000       0.000000       0.000000         1       1.084403      -3.248937     220.000000         1       1.110000       0.950000
        33         1       0.000000       0.000000       0.000000       0.000000         1       1.084304      -3.272694     220.000000         1       1.110000       0.950000
        34         1       0.000000       0.000000       0.000000       0.000000         1       1.017001     -16.309926     400.000000         1       1.050000       0.950000
        35         1       0.000000       0.000000       0.000000       0.000000         1       1.016968     -16.315027     400.000000         1       1.050000       0.950000
        36         1       0.000000       0.000000       0.000000       0.000000         1       1.006703     -19.543015     400.000000         1       1.050000       0.950000
        37         3      48.680000      86.210000       0.000000       0.000000         1       1.110000       0.000000     220.000000         1       1.110000       0.950000
        38         2      54.540000      89.930000       0.000000       0.000000         1       1.110000       1.066248     220.000000         1       1.110000       0.950000
        39         2      20.100000      40.190000       0.000000       0.000000         1       1.110000       1.058999     220.000000         1       1.110000       0.950000
        40         2      60.290000     120.570000       0.000000       0.000000         1       1.047490      -0.512977     400.000000         1       1.050000       0.950000
        41         2      60.290000     120.570000       0.000000       0.000000         1       1.047460      -0.506833     400.000000         1       1.050000       0.950000
        42         1       0.000000       0.000000       0.000000       0.000000         1       1.031728     -20.500823     220.000000         1       1.110000       0.950000
        43         1       0.000000       0.000000       0.000000       0.000000         1       1.031628     -20.504508     220.000000         1       1.110000       0.950000
        44         1       0.000000       0.000000       0.000000       0.000000         1       1.049941      -2.195487     400.000000         1       1.050000       0.950000
        45         1       0.000000       0.000000       0.000000       0.000000         1       1.049926      -2.199047     400.000000         1       1.050000       0.950000
        46         1       0.000000       0.000000       0.000000       0.000000         1       1.039268     -19.540265     220.000000         1       1.110000       0.950000
        47         1       0.000000       0.000000       0.000000       0.000000         1       1.059915      -9.009570     220.000000         1       1.110000       0.950000
        48         1       0.000000       0.000000       0.000000       0.000000         1       1.059932      -9.027600     220.000000         1       1.110000       0.950000
        49         1       0.000000       0.000000       0.000000       0.000000         1       1.092889     -13.151923     220.000000         2       1.110000       0.950000
        50         1       0.000000       0.000000       0.000000       0.000000         1       1.091141     -12.739558     220.000000         2       1.110000       0.950000
        51         1       0.000000       0.000000       0.000000       0.000000         1       1.103636     -11.099144     220.000000         2       1.110000       0.950000
        52         1       0.000000       0.000000       0.000000       0.000000         1       1.103609     -11.103544     220.000000         2       1.110000       0.950000
        53         1       0.000000       0.000000       0.000000       0.000000         1       1.072229     -15.150168     220.000000         2       1.110000       0.950000
        54         1       3.230000       1.000000       0.000000       0.000000         1       1.099388      -9.800598     220.000000         2       1.110000       0.950000
        55         1       0.000000       0.000000       0.000000       0.000000         1       1.099459      -9.800013     220.000000         2       1.110000       0.950000
        56         1       0.000000       0.000000       0.000000       0.000000         1       1.035957      -9.975275     400.000000         2       1.050000       0.950000
        57         2      26.120000      60.290000       0.000000       0.000000         1       1.101730     -11.235105     220.000000         2       1.110000       0.950000
        58         2      54.260000     120.570000       0.000000       0.000000         1       1.101710     -11.235494     220.000000         2       1.110000       0.950000
        59         2      13.060000      30.140000       0.000000       0.000000         1       1.101720     -11.236508     220.000000         2       1.110000       0.950000
        60         2      26.120000      50.240000       0.000000       0.000000         1       1.050000      -9.367995     400.000000         2       1.050000       0.950000
        61         2      26.120000      50.240000       0.000000       0.000000         1       1.050000      -9.361222     400.000000         2       1.050000       0.950000
        62         1       0.000000       0.000000       0.000000       0.000000         1       1.093985     -10.538705     220.000000         2       1.110000       0.950000
        63         1       0.000000       0.000000       0.000000       0.000000         1       1.044842     -13.900671     400.000000         2       1.050000       0.950000
        64         1       0.000000       0.000000       0.000000       0.000000         1       1.044840     -13.901843     400.000000         2       1.050000       0.950000
        65         1       0.000000       0.000000       0.000000       0.000000         1       1.047798     -10.918809     400.000000         2       1.050000       0.950000
        66         1       0.000000       0.000000       0.000000       0.000000         1       1.078352     -13.424603     220.000000         2       1.110000       0.950000
        67         1       0.000000       0.000000       0.000000       0.000000         1       1.078344     -13.419495     220.000000         2       1.110000       0.950000
        68         1       0.000000       0.000000       0.000000       0.000000         1       1.045704     -10.585629     400.000000         2       1.050000       0.950000
        69         1       0.000000       0.000000       0.000000       0.000000         1       1.045690     -10.587663     400.000000         2       1.050000       0.950000
        70         2      13.060000      30.140000       0.000000       0.000000         1       1.108390      -9.837206     220.000000         2       1.110000       0.950000
        71         2      13.060000      30.140000       0.000000       0.000000         1       1.108370      -9.838859     220.000000         2       1.110000       0.950000
        72         2      13.060000      30.140000       0.000000       0.000000         1       1.043260     -10.204044     400.000000         2       1.050000       0.950000
        73         2      26.120000      60.290000       0.000000       0.000000         1       1.043280     -10.205507     400.000000         2       1.050000       0.950000
        74         2     149.710000      60.290000       0.000000       0.000000         1       1.098640     -12.191133     220.000000         2       1.110000       0.950000
        75         1      29.140000      10.050000       0.000000       0.000000         1       1.098621     -12.192820     220.000000         2       1.110000       0.950000
        76         1       0.000000       0.000000       0.000000       0.000000         1       1.096452     -10.716014     220.000000         2       1.110000       0.950000
        77         1       0.000000       0.000000       0.000000       0.000000         1       1.096453     -10.712227     220.000000         2       1.110000       0.950000
        78         1       0.000000       0.000000       0.000000       0.000000         1       1.097431     -12.139536     220.000000         2       1.110000       0.950000
        79         1       0.000000       0.000000       0.000000       0.000000         1       1.097445     -12.143401     220.000000         2       1.110000       0.950000
        80         1       0.000000       0.000000       0.000000       0.000000         1       1.049952     -11.526693     400.000000         2       1.050000       0.950000
        81         1       0.000000       0.000000       0.000000       0.000000         1       1.049918     -11.538308     400.000000         2       1.050000       0.950000
        82         1       0.000000       0.000000       0.000000       0.000000         1       1.099986     -12.219947     220.000000         2       1.110000       0.950000
        83         1       0.000000       0.000000       0.000000       0.000000         1       1.100645     -12.092043     220.000000         2       1.110000       0.950000
        84         1       0.000000       0.000000       0.000000       0.000000         1       1.079837     -12.245205     220.000000         2       1.110000       0.950000
        85         1       0.000000       0.000000       0.000000       0.000000         1       1.093224      -4.331204     220.000000         3       1.110000       0.950000
        86         1       9.350000       0.000000       0.000000       0.000000         1       1.094543      -9.152724     220.000000         3       1.110000       0.950000
        87         1       8.180000       0.000000       0.000000       0.000000         1       1.094560      -9.152971     220.000000         3       1.110000       0.950000
        88         1       0.000000       0.000000       0.000000       0.000000         1       1.099579      -2.956491     220.000000         3       1.110000       0.950000
        89         1       0.000000       0.000000       0.000000       0.000000         1       1.099701      -2.943659     220.000000         3       1.110000       0.950000
        90         1       0.000000       0.000000       0.000000       0.000000         1       1.109415      -2.542045     220.000000         3       1.110000       0.950000
        91         1       0.000000       0.000000       0.000000       0.000000         1       1.109434      -2.544319     220.000000         3       1.110000       0.950000
        92         1       0.000000       0.000000       0.000000       0.000000         1       1.074629      -4.334210     220.000000         3       1.110000       0.950000
        93         1       0.000000       0.000000       0.000000       0.000000         1       1.074381      -4.340986     220.000000         3       1.110000       0.950000
        94         2      28.130000      70.330000       0.000000       0.000000         1       1.108790      -2.111199     220.000000         3       1.110000       0.950000
        95         2      42.200000     103.490000       0.000000       0.000000         1       1.110000      -1.636930     220.000000         3       1.110000       0.950000
        96         1       7.720000     -24.990000       0.000000       0.000000         1       1.095863      -3.095413     220.000000         3       1.110000       0.950000
